return probability of panel,panel member 1,panel member 2,panel member 3,panel member 4,panel member 5,panel member 6,panel member 7,panel member 8,panel member 9,panel member 10,panel member 11,panel member 12,panel member 13,panel member 14,panel member 15,panel member 16,panel member 17,panel member 18,panel member 19,panel member 20,panel member 21,panel member 22,panel member 23,panel member 24,panel member 25,panel member 26,panel member 27,panel member 28,panel member 29,panel member 30
0.002990049717104568,120,129,166,213,324,357,370,436,447,457,467,521,632,657,665,671,701,715,717,727,749,750,852,855,863,913,919,925,933,974
0.0026697070675564,115,158,164,169,179,196,208,327,356,357,370,376,379,431,472,558,563,576,590,594,653,671,784,792,854,883,926,932,933,943
0.00498074918308438,8,12,33,49,83,169,179,208,318,329,334,337,341,345,349,370,426,446,482,496,643,671,740,761,802,840,883,895,943,992
0.0030605720788908254,76,115,135,146,160,219,269,277,280,327,404,438,466,472,558,563,659,667,677,686,694,720,782,784,785,792,805,883,932,955
0.00028951422861087605,5,87,90,94,98,136,153,162,202,219,234,235,275,280,323,389,410,438,440,470,488,501,511,527,626,696,730,914,953,970
0.0028781153245318086,13,76,110,117,169,337,356,406,431,446,451,460,466,482,496,661,674,694,713,760,775,782,785,791,795,802,837,883,895,984
0.004071932364496454,9,85,87,130,136,184,280,323,332,340,349,434,438,501,511,553,555,562,564,643,675,690,825,914,948,949,958,963,970,996
0.013328009352064312,1,33,49,119,132,168,169,199,236,426,446,451,530,564,585,590,689,744,752,760,761,762,832,837,840,877,883,895,918,939
0.0018949406001705046,33,34,100,103,186,223,292,318,329,334,340,341,345,349,351,363,389,393,407,426,566,643,724,751,829,840,847,853,958,963
0.0017375423865441724,1,19,39,43,119,199,203,236,248,303,304,388,409,432,456,548,585,602,615,624,684,697,742,752,762,823,832,894,925,957
0.0033570055895401265,33,87,92,137,144,169,241,254,280,340,349,426,438,448,511,540,643,659,663,708,825,840,861,879,914,955,958,967,970,996
0.0007210768195214194,8,49,92,158,203,277,278,298,370,376,379,381,395,446,540,659,663,674,698,708,740,761,837,861,883,895,943,967,978,984
0.0024759854547437513,33,34,92,132,190,349,393,401,426,524,532,537,540,565,568,598,621,622,623,627,643,663,689,708,840,861,863,913,939,967
0.0012153528942075173,34,76,162,166,323,393,436,467,521,527,532,537,661,696,750,782,791,795,798,829,842,852,859,863,873,879,908,913,919,925
0.0010275645588484655,85,100,119,137,144,168,169,184,223,236,241,303,304,319,424,448,530,553,559,724,742,806,825,829,832,883,918,945,980,996
0.001699578737464863,5,34,90,129,132,153,202,235,261,275,292,345,351,363,389,407,410,440,626,627,644,701,717,727,730,736,875,913,928,953
0.001959635693016769,46,115,129,170,186,203,248,324,357,409,436,467,472,575,632,659,665,701,717,727,742,747,750,784,855,859,919,925,933,974
0.0015139862263334161,5,12,63,94,98,153,169,196,202,356,431,451,482,576,626,730,869,873,879,880,883,908,926,932,945,949,966,987,992,994
0.002522789347210359,92,132,158,184,186,277,291,303,304,319,332,357,370,376,379,401,537,540,553,559,663,671,708,806,861,863,913,943,953,967
0.002055126887045402,33,54,85,130,132,169,208,269,342,426,535,540,562,563,564,576,627,663,689,708,744,805,883,926,932,939,948,949,955,996
0.0010306982353019154,1,119,177,179,236,269,278,298,381,432,460,548,563,576,585,602,661,698,752,755,762,805,832,894,926,932,955,957,978,984
0.0017316634926630302,100,130,213,223,351,393,407,424,432,436,447,516,521,548,562,564,566,661,724,725,732,744,749,755,829,847,853,948,949,980
0.0029617504137117554,100,115,186,213,223,275,292,318,327,340,341,345,363,389,393,410,447,472,521,558,659,724,725,732,749,784,792,829,958,980
0.004750418035686366,12,87,169,184,199,269,280,298,332,337,381,434,438,482,496,553,563,564,585,659,698,744,802,805,877,955,966,987,992,994
0.005332269383391358,19,34,39,120,166,203,234,248,298,381,409,424,456,457,470,488,514,515,524,565,568,615,657,684,697,698,715,742,852,980
0.002917619587323182,119,158,168,169,236,267,269,277,280,340,379,381,395,530,563,643,659,674,698,751,805,814,832,918,926,932,955,958,963,987
0.005012857780934796,34,162,170,213,323,324,347,393,436,447,467,516,521,527,532,537,598,621,622,623,632,657,696,724,725,732,749,829,863,974
0.0005066278520653842,46,76,160,169,179,184,186,190,224,264,332,434,460,568,575,598,621,622,623,631,661,667,703,717,727,736,739,747,782,786
0.0019232698950644117,164,177,208,291,329,334,337,341,393,401,406,432,482,496,516,532,537,548,590,594,653,725,732,802,854,863,953,987,992,994
0.005936038407357058,90,100,120,166,186,190,203,223,233,248,409,424,457,470,488,514,515,524,565,568,626,715,742,750,852,913,919,925,928,980
0.0021256306954157245,34,54,135,146,160,278,298,340,342,381,456,535,540,615,622,623,624,663,667,677,684,686,698,708,751,823,913,958,963,978
0.001769513285769349,34,54,76,219,254,332,342,404,415,434,456,466,535,540,615,624,663,684,708,720,782,785,798,823,842,859,873,879,908,913
0.001815816284588881,34,39,85,120,130,137,186,203,233,241,248,269,280,409,438,448,457,467,648,697,715,722,750,805,825,919,925,948,955,996
0.007270236306205103,119,168,213,223,236,324,357,370,424,447,516,530,590,615,632,653,659,665,671,684,717,725,732,742,832,883,918,933,974,980
0.001140510651819969,8,49,90,92,132,169,170,324,388,426,446,540,621,622,627,632,659,663,665,689,740,761,837,861,895,928,933,939,967,974
0.00025882336660586365,34,43,76,92,186,190,224,264,404,460,466,514,515,524,555,565,568,598,621,661,675,690,703,720,782,785,786,861,967,984
0.00408310757447828,137,162,166,169,269,278,298,381,460,527,563,576,657,696,698,751,805,852,873,879,908,926,932,945,955,966,978,984,987,994
0.0013095110164660787,9,19,39,85,87,100,137,203,233,241,248,261,409,432,448,511,548,644,648,697,722,724,750,825,875,914,919,925,970,996
0.009378693107724568,63,85,130,179,196,208,278,300,356,358,398,431,451,460,562,576,594,659,869,880,883,908,926,932,945,948,949,978,984,996
0.0042336786685557475,43,76,103,169,210,224,234,235,275,278,298,347,403,410,440,456,460,470,488,514,566,624,659,661,703,786,823,853,978,984
0.002121137059976049,34,90,184,186,261,264,291,319,332,553,559,626,631,644,703,736,739,775,786,791,795,798,806,842,859,873,875,879,928,953
0.0016635185254049144,13,49,99,169,170,213,324,388,404,406,446,451,516,542,632,659,665,720,725,732,760,761,785,828,837,895,966,974,987,994
0.005435702806893523,13,19,34,39,119,144,203,236,241,248,254,267,303,304,319,395,409,415,424,448,602,615,684,697,742,814,832,913,918,980
0.0005109495896957208,13,85,99,130,137,196,213,356,388,406,431,447,451,516,521,542,562,659,725,732,749,760,825,828,837,883,895,948,949,996
0.002352797668391864,13,90,99,132,186,202,269,275,280,292,318,345,363,388,389,410,438,440,542,558,563,626,627,730,805,828,883,928,939,955
0.0022450425481596267,76,92,169,170,203,248,324,409,424,456,540,615,624,632,661,663,665,684,686,694,708,713,742,861,883,919,925,967,974,980
0.0016866065013359077,33,34,54,132,186,234,235,264,291,340,342,349,401,426,440,470,488,514,515,524,535,540,643,663,689,703,708,840,939,953
0.0028810347157179933,5,94,98,129,135,136,146,153,160,202,210,219,291,300,398,401,403,404,501,665,667,677,686,701,717,720,727,730,933,953
0.011604255160608465,83,90,115,129,132,202,327,472,474,558,626,627,701,727,730,784,792,855,859,873,879,883,908,913,928,939,945,966,987,994
0.007982066366568829,33,34,110,115,117,129,132,340,349,426,472,566,643,689,701,717,727,747,775,784,791,795,798,840,842,853,859,913,939,953
0.0034841764407654227,5,92,94,98,153,169,202,219,235,275,292,345,363,389,410,424,440,456,540,615,624,659,663,684,708,730,742,823,861,967
0.0009455336272046256,5,83,90,94,115,129,153,190,202,327,472,474,488,514,515,524,558,565,568,598,626,659,701,727,730,784,792,829,855,883
0.003985657216714437,8,49,83,103,169,208,340,349,351,357,370,407,446,474,566,632,643,659,665,671,740,751,761,847,853,933,943,958,963,974
0.003704701216294122,33,132,146,158,160,169,196,210,277,300,347,356,358,376,379,395,398,403,426,431,451,627,674,689,760,837,840,883,895,939
0.006580857457366473,43,54,90,169,170,202,224,342,456,535,540,624,626,627,663,703,708,730,749,786,791,795,798,823,842,859,873,879,883,928
0.0017936499691623402,8,49,83,120,135,137,144,166,184,241,254,332,415,434,448,457,460,474,527,553,559,659,715,740,761,806,825,852,855,883
0.0010671566083972647,100,146,160,169,210,223,278,298,300,347,358,393,398,403,424,460,598,621,622,623,659,661,667,677,724,829,925,978,980,984
0.0006450087292096632,12,63,90,100,132,186,190,223,303,304,319,358,393,524,559,565,568,598,621,622,623,627,724,806,829,853,869,880,913,928
0.0062169702874844855,19,39,115,135,146,158,160,186,203,248,277,327,379,393,409,472,532,537,558,667,677,697,750,784,792,829,863,913,919,925
0.013061796991175567,158,169,196,213,233,261,277,356,370,376,379,431,447,451,516,576,590,644,648,653,659,671,674,722,725,732,760,875,926,943
0.0013847815261233518,9,19,39,87,120,170,203,224,233,248,303,304,324,357,409,511,632,648,657,665,671,697,715,722,913,914,925,933,970,974
0.0069772904885711685,13,76,99,110,196,269,278,298,388,460,542,558,563,576,659,661,775,791,795,798,805,828,842,859,883,894,926,932,978,984
0.0008234201018741983,9,46,87,110,117,169,184,264,267,332,395,415,434,511,553,559,575,631,659,661,674,703,713,736,739,747,806,814,914,970
0.0069431867472606445,87,115,186,280,327,340,349,381,432,438,472,566,643,698,751,784,792,840,873,879,908,914,945,955,958,963,966,970,987,994
0.0002895142286104876,33,120,132,166,269,292,318,329,334,341,345,349,363,426,432,457,563,576,627,657,689,715,805,840,852,926,928,932,939,955
0.004178267705354497,34,186,190,264,278,291,298,351,381,401,407,470,488,514,515,524,565,568,602,698,703,751,755,847,953,957,958,963,978,984
0.00032088926358864975,1,19,34,39,92,100,199,223,303,304,319,424,540,559,585,663,697,708,724,744,752,762,806,840,861,877,894,913,967,980
0.010943974739910893,63,87,94,98,219,269,280,318,329,334,341,357,358,404,438,566,659,665,671,720,785,805,853,854,869,880,883,914,933,955
7.965737313414649e-05,5,8,12,83,94,98,153,202,219,223,337,474,482,496,659,701,730,740,795,798,802,842,855,859,873,879,883,908,945,992
0.0047700045631468915,12,269,280,332,337,340,370,434,438,482,496,563,659,671,698,751,802,805,883,908,932,943,945,955,958,963,966,987,992,994
0.00024187879068920763,76,162,166,190,278,323,356,431,446,451,460,527,568,598,621,622,623,659,661,667,696,760,782,837,852,883,895,933,978,984
0.0018646592713475623,9,87,162,166,199,213,264,436,447,511,516,521,527,562,564,585,653,657,696,725,732,744,749,752,852,877,913,914,949,970
3.5788353331654425e-05,33,54,135,136,144,146,168,186,196,254,267,340,342,349,356,415,426,431,451,530,535,576,643,677,751,760,814,840,958,963
0.000991039290737478,9,34,99,177,184,219,291,318,327,329,332,334,341,345,388,404,434,511,542,553,558,720,762,785,792,806,894,913,914,970
0.003779366189524265,1,43,90,129,132,136,164,177,224,318,323,329,334,341,501,555,590,594,626,627,675,690,703,717,727,762,786,854,894,928
0.007370036417112356,5,120,144,164,166,179,208,241,254,267,269,280,332,395,415,434,438,448,457,563,594,657,715,805,814,852,854,883,932,955
0.005221240996882448,34,43,119,168,186,224,236,275,278,292,298,318,334,341,345,363,381,389,456,460,530,624,698,751,823,832,918,963,978,984
0.0014366742215848026,5,9,87,94,119,153,158,168,169,179,186,202,208,277,342,357,370,376,379,438,511,530,626,671,730,832,914,918,943,970
0.0031859442914009307,85,119,130,137,144,169,223,236,241,248,409,424,436,448,467,521,602,615,684,742,750,825,832,913,918,919,925,957,980,996
0.011588345368408795,9,12,76,169,179,208,224,235,264,275,292,337,345,363,389,410,440,466,482,496,511,594,659,661,703,782,786,802,970,992
